id,homeDescriptorId,linkedDescriptorIds,name,description,sequenceOrder,difficultyStage,exampleOfSuccess,commonError,checkpointTask,isOptional,isArchived,ownerTier,copiedFromId,equivalentToId,suppressedByTeacher,icReadinessStatus,aiQualityFlags,reviewNotes
,AC9M2N01,[],Names numbers to 1000 from materials,"Student can look at a physical or virtual representation of a three-digit number (grouped into hundreds, tens and ones using materials) and say or write the matching numeral correctly.",1,early,"Teacher shows base-10 blocks arranged as 2 hundreds, 4 tens and 3 ones. Student says '243' without counting individual pieces.","Student reads each group's count separately rather than combining into a numeral (says 'two, four, three' rather than 'two hundred and forty-three').",Arrange base-10 blocks into a three-digit number and ask the student to write the numeral on a whiteboard. Vary the arrangement three times.,FALSE,FALSE,system_default,,,FALSE,pending_review,,
,AC9M2N01,[],Reads and writes three-digit numerals,"Student can read a written three-digit numeral aloud and write a spoken three-digit number as a numeral, including numbers with zeros in the tens or ones place.",2,early,"Teacher says 'four hundred and seven' and student writes 407, not 4007 or 470.","Student writes zeros incorrectly when a place has no value  -  writing 47 instead of 407, or 4070 instead of 407.","Say five numbers aloud including at least two with internal zeros (e.g. 304, 620, 508). Ask student to write each numeral. Then show five written numerals and ask student to read them aloud.",FALSE,FALSE,system_default,,,FALSE,pending_review,,
,AC9M2N01,[],Orders three-digit numbers on a number line,"Student can place three or more three-digit numbers in correct order on an open or partially labelled number line, positioning them relative to each other and to known benchmarks.",3,early,"Given the numbers 245, 610 and 380, student places all three in correct left-to-right order on a 0-1000 number line and can explain why 380 sits between 245 and 610.","Student orders by first digit only, treating 190 and 109 as equivalent or placing 900 and 90 in the same position.",Give student three number cards and an open number line marked only at 0 and 1000. Ask them to place the cards and explain their reasoning.,FALSE,FALSE,system_default,,,FALSE,pending_review,,Cross-descriptor candidate: consider linking to AC9M2N02 once that set is approved.
,AC9M2N01,[],Locates numbers on a hundreds chart,"Student can identify and explain the position of missing or target numbers within a hundreds chart or hundreds chart puzzle, using knowledge of the pattern of natural numbers.",4,middle,"Given a partial hundreds chart with several numbers missing, student correctly fills in all missing numbers and can explain 'I knew 67 goes here because 66 is to the left and 77 is directly below.'","Student fills gaps by counting from 1 rather than using positional knowledge of the chart structure, or confuses rows and columns when working with numbers that cross a decade boundary.",Present a hundreds chart puzzle with 8-10 numbers missing across at least three rows. Ask student to fill in all missing numbers and explain how they knew one of them.,FALSE,FALSE,system_default,,,FALSE,pending_review,,
,AC9M2N01,[],Distinguishes visually similar numbers,"Student can correctly read, write and order a set of numbers that look or sound similar, without confusing digit order or place value positions.",5,middle,"Given the set 808, 880, 818 and 881, student correctly reads each numeral aloud, writes them from dictation without error, and can order them from smallest to largest.","Student transposes digits under pressure (writes 880 when hearing 'eight hundred and eight') or orders by the first two digits only, placing 818 and 808 as equivalent.","Dictate the four numbers 808, 880, 818 and 881 one at a time. Ask student to write each. Then ask them to order all four from smallest to largest and explain their reasoning for the two closest numbers.",FALSE,FALSE,system_default,,,FALSE,pending_review,,
,AC9M2N01,[],Identifies missing numbers on a number line,"Student can identify missing numbers on a partially labelled number line where the scale is not starting at zero and intervals are marked in tens, without counting from the beginning.",6,late,"Given a number line with 180 at one end and 220 at the other with every decade marked, student correctly identifies all missing decade values and can identify a point between two decades when asked.","Student counts on from the nearest labelled number by ones rather than applying knowledge of the decade pattern, or loses track when the number line does not start at a round number.",Show a number line from 340 to 430 with every decade labelled except three. Ask student to fill in the missing numbers without counting by ones from the start.,FALSE,FALSE,system_default,,,FALSE,pending_review,,Developer: verify the elaboration 1 number range (1800-220 vs 180-220) against original ACARA source before activation.
,AC9M2N02,[],Partitions into hundreds tens and ones with materials,"Student can partition a three-digit number into hundreds, tens and ones using physical materials, and explain what each group of materials represents in the number.",1,early,"Given the numeral 347, student builds it with base-10 blocks as 3 hundreds, 4 tens and 7 ones, then points to each group and says what it represents: 'These 3 hundreds mean 300, these 4 tens mean 40, these 7 ones mean 7.'",Student builds the correct total but cannot explain what each group represents  -  they count all blocks individually rather than reading the groups as place value units.,Write a three-digit number on a card. Ask student to build it with materials and then point to each group and say what it represents in the number. Repeat with a number containing a zero in the ones place.,FALSE,FALSE,system_default,,,FALSE,pending_review,,
,AC9M2N02,[],Explains the role of zero as a placeholder,"Student can identify a number with a zero in the tens or ones place, explain what the zero means in that position, and demonstrate using materials that the zero indicates no groups of that place value.",2,early,"Given the number 304, student builds it with materials showing 3 hundreds and 4 ones with no tens blocks, and explains 'The zero means there are no tens  -  if I put a ten here it would be a different number.'","Student treats zero as nothing and omits it when writing the numeral (writes 34 instead of 304), or cannot explain why the zero must be there.","Show student the number 506 in materials (5 hundreds, 0 tens, 6 ones). Ask: 'What does the zero in this number mean? What would happen if we left it out?' Then ask them to write the numeral.",FALSE,FALSE,system_default,,,FALSE,pending_review,,Cross-descriptor candidate: consider linking to AC9M2N01  -  zero placeholder understanding supports both descriptors.
,AC9M2N02,[],Renames a three-digit number as tens and ones,"Student can rename a three-digit number by expressing it as a number of tens and remaining ones, without physical materials.",3,middle,"Given 245, student says or writes '24 tens and 5 ones' and can explain 'I know 2 hundreds is the same as 20 tens, so 2 hundreds and 4 tens is 24 tens altogether.'","Student can only partition into standard hundreds, tens and ones (2 hundreds, 4 tens, 5 ones) and cannot combine the hundreds and tens into a total number of tens.",Write the number 362 on a card. Ask: 'How many tens are in this number altogether?' Do not allow base-10 blocks. Ask student to explain their reasoning.,FALSE,FALSE,system_default,,,FALSE,pending_review,,
,AC9M2N02,[],Renames a three-digit number as hundreds and ones,"Student can rename a three-digit number by expressing it as a number of hundreds and remaining ones, without physical materials.",4,middle,"Given 245, student says or writes '2 hundreds and 45 ones' and can explain 'The 4 tens become 40 ones, so 40 and 5 is 45 ones altogether.'","Student treats the ones digit as the only ones value (says '2 hundreds and 5 ones' for 245, ignoring the tens digit entirely).",Write 362 on a card. Ask: 'Can you rename this number as hundreds and ones only  -  no tens?' Ask student to explain how many ones there are in total.,FALSE,FALSE,system_default,,,FALSE,pending_review,,
